State,County,Total Population of Children <72 Months of Age,Number of Children Tested <72 Months of Age,Number of Children with Confirmed BLLs ³5 µg/dL,Percent of Children with Confirmed BLLs ³5 µg/dL,Number of Children with Confirmed BLLs ³10 µg/dL,Percent of Children with Confirmed BLLs ³10 µg/dL,Number of Children with Confirmed BLLs 5-9 µg/dL,Number of Children with Confirmed BLLs 10-14 µg/dL,Number of Children with Confirmed BLLs 15-19 µg/dL,Number of Children with Confirmed BLLs 20-24 µg/dL,Number of Children with Confirmed BLLs 25-44 µg/dL,Number of Children with Confirmed BLLs ³45 µg/dL
WV,Fayette,2568,209,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Gilmer,351,31,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Grant,722,61,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Greenbrier,2005,222,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Hampshire,1271,47,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Hancock,1541,26,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Hardy,898,58,SD,SD,SD,SD,0,0,0,0,SD,0
WV,Harrison,4359,471,SD,SD,SD,SD,SD,SD,SD,0,0,0
WV,Jackson,1849,130,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Jefferson,3559,88,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Kanawha,10952,865,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Lewis,1034,112,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Lincoln,1353,58,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Logan,2016,83,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,McDowell,1026,62,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Marion,3596,249,7,2.80%,SD,SD,SD,SD,0,0,0,0
WV,Marshall,1681,107,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Mason,1678,44,SD,SD,SD,SD,SD,SD,SD,SD,0,0
WV,Mercer,3973,264,6,2.30%,SD,SD,SD,SD,0,0,SD,0
WV,Mineral,1653,155,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Mingo,1639,41,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Monongalia,6053,385,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Monroe,774,69,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Morgan,852,69,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Nicholas,1452,120,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Ohio,2526,99,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Pendleton,379,25,SD,SD,SD,SD,0,SD,0,0,0,0
WV,Pleasants,477,46,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Pocahontas,459,39,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Preston,2002,110,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Putnam,3441,166,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Raleigh,4680,473,7,1.50%,SD,SD,SD,SD,0,SD,0,0
WV,Randolph,1679,182,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Ritchie,598,40,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Roane,748,52,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Summers,586,70,SD,SD,SD,SD,0,SD,0,0,0,0
WV,Taylor,944,74,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Tucker,311,39,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Tyler,480,34,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Upshur,1498,91,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Wayne,2330,30,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Webster,465,43,SD,SD,0,0.00%,SD,0,0,0,0,0
WV,Wetzel,992,41,SD,SD,SD,SD,SD,SD,0,0,0,0
WV,Wirt,333,21,0,0.00%,0,0.00%,0,0,0,0,0,0
WV,Wood,5490,293,11,3.80%,SD,SD,8,SD,0,SD,SD,0
WV,Wyoming,1149,135,SD,SD,SD,SD,0,SD,0,0,0,0
WV,Unknown,0,1253,8,0.60%,SD,SD,6,SD,0,0,0,0
WI,Adams,826,104,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Ashland,1033,185,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Barron,3023,358,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Bayfield,834,106,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Brown,19418,3722,28,0.80%,10,0.30%,18,SD,SD,SD,0,SD
WI,Buffalo,807,82,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Burnett,771,123,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Calumet,3130,290,8,2.80%,SD,SD,7,0,SD,0,0,0
WI,Chippewa,4263,503,14,2.80%,SD,SD,9,SD,0,0,0,0
WI,Clark,3425,323,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Columbia,3699,408,10,2.50%,SD,SD,6,SD,0,0,0,0
WI,Crawford,928,114,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Dane,35660,4285,17,0.40%,SD,SD,15,SD,SD,0,0,0
WI,Dodge,4797,594,11,1.90%,SD,SD,7,SD,SD,SD,0,0
WI,Door,1318,146,SD,SD,SD,SD,0,SD,0,0,0,0
WI,Douglas,2520,552,8,1.40%,SD,SD,6,SD,0,0,0,0
WI,Dunn,2734,251,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Eau Claire,6908,780,7,0.90%,SD,SD,SD,SD,0,0,0,SD
WI,Florence,183,23,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Fond du Lac,6522,975,24,2.50%,SD,SD,19,SD,SD,0,SD,0
WI,Forest,591,44,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Grant,3516,189,SD,SD,SD,SD,0,SD,0,0,0,0
WI,Green,2293,337,6,1.80%,SD,SD,SD,SD,0,0,SD,0
WI,Green Lake,1258,105,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Iowa,1508,85,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Iron,225,29,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Jackson,1434,134,SD,SD,SD,SD,0,0,SD,0,0,0
WI,Jefferson,5018,670,14,2.10%,SD,SD,10,SD,0,SD,SD,0
WI,Juneau,1693,168,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Kenosha,11305,1398,25,1.80%,7,0.50%,18,SD,SD,SD,SD,0
WI,Kewaunee,1243,254,SD,SD,SD,SD,0,0,0,0,SD,0
WI,La Crosse,7063,718,10,1.40%,SD,SD,7,SD,0,0,SD,SD
WI,Lafayette,1301,84,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Langlade,1162,184,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Lincoln,1523,218,6,2.80%,0,0.00%,6,0,0,0,0,0
WI,Manitowoc,4828,895,44,4.90%,14,1.60%,30,11,SD,0,SD,0
WI,Marathon,9519,1149,19,1.70%,SD,SD,16,SD,SD,SD,0,0
WI,Marinette,2270,302,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Marquette,880,79,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Menominee,502,59,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Milwaukee,76368,20995,618,2.90%,221,1.10%,397,108,35,22,42,14
WI,Monroe,3682,505,12,2.40%,SD,SD,10,SD,SD,0,0,0
WI,Oconto,2365,295,SD,SD,SD,SD,SD,SD,0,0,0,0
WI,Oneida,1916,153,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Outagamie,13891,1195,SD,SD,SD,SD,SD,SD,SD,0,0,SD
WI,Ozaukee,5728,629,6,1.00%,SD,SD,SD,0,0,SD,SD,0
WI,Pepin,503,47,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Pierce,2476,337,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Polk,2546,387,SD,SD,SD,SD,SD,SD,0,0,0,0
WI,Portage,4166,701,7,1.00%,0,0.00%,7,0,0,0,0,0
WI,Price,681,135,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Racine,14156,2075,46,2.20%,14,0.70%,32,8,SD,0,SD,0
WI,Richland,1045,78,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Rock,11620,1059,22,2.10%,7,0.70%,15,SD,SD,SD,SD,0
WI,Rusk,881,95,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,St. Croix,6635,747,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Sauk,4586,434,12,2.80%,SD,SD,10,SD,0,0,0,0
WI,Sawyer,922,123,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Shawano,2632,360,SD,SD,SD,SD,SD,0,SD,SD,SD,0
WI,Sheboygan,7577,797,28,3.50%,11,1.40%,17,6,SD,0,SD,SD
WI,Taylor,1373,189,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Trempealeau,2512,339,SD,SD,SD,SD,SD,SD,0,0,0,0
WI,Vernon,2502,190,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Vilas,1174,86,SD,SD,0,0.00%,SD,0,0,0,0,0
WI,Walworth,6015,772,14,1.80%,SD,SD,11,SD,SD,SD,0,0
WI,Washburn,819,112,0,0.00%,0,0.00%,0,0,0,0,0,0
WI,Washington,8351,618,7,1.10%,0,0.00%,7,0,0,0,0,0
WI,Waukesha,25345,2922,20,0.70%,SD,SD,15,SD,0,SD,SD,0
WI,Waupaca,3146,299,SD,SD,SD,SD,SD,SD,0,0,0,0
WI,Waushara,1319,124,SD,SD,SD,SD,0,SD,0,0,0,0
WI,Winnebago,11181,1143,25,2.20%,8,0.70%,17,SD,SD,SD,0,0
WI,Wood,4933,729,9,1.20%,SD,SD,7,0,SD,0,0,0
WI,Unknown,0,4675,78,1.70%,24,0.50%,54,11,SD,SD,SD,SD
