"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2020 or later","Margin of Error!!Total:!!Built 2020 or later","Estimate!!Total:!!Built 2010 to 2019","Margin of Error!!Total:!!Built 2010 to 2019","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier",
"0500000US19009","Audubon County, Iowa","2820","38","0","15","50","29","126","50","119","53","86","36","284","74","372","82","332","68","213","52","1238","148",
"0500000US19011","Benton County, Iowa","11071","51","1","4","374","91","1298","182","1479","193","702","119","1164","158","970","180","995","149","504","124","3584","263",
"0500000US19013","Black Hawk County, Iowa","58378","153","50","56","3823","404","4533","476","4967","599","3370","341","9227","581","8179","525","9491","549","3947","475","10791","563",
"0500000US19015","Boone County, Iowa","11911","95","0","19","487","123","957","182","1177","208","933","190","1361","197","880","218","895","163","484","137","4737","355",
"0500000US19017","Bremer County, Iowa","10432","103","0","19","756","160","922","126","897","153","602","147","1777","188","983","161","854","120","440","92","3201","243",
"0500000US19019","Buchanan County, Iowa","8890","61","25","31","472","88","728","113","1135","159","762","122","1530","179","864","132","760","140","309","83","2305","180",
"0500000US19021","Buena Vista County, Iowa","8173","91","10","17","472","142","274","115","534","139","707","213","1314","196","887","145","1094","179","429","89","2452","239",
"0500000US19023","Butler County, Iowa","6546","76","6","10","200","74","605","115","438","99","314","71","796","120","581","89","676","115","432","82","2498","170",
"0500000US19025","Calhoun County, Iowa","4817","67","0","15","188","65","196","68","251","67","365","93","782","122","645","102","589","79","237","49","1564","102",
"0500000US19027","Carroll County, Iowa","9494","65","5","7","289","79","832","188","601","131","938","192","1502","237","1100","172","972","160","592","121","2663","208",
"0500000US19029","Cass County, Iowa","6408","52","0","16","118","57","341","103","293","84","405","104","789","174","720","143","857","147","355","93","2530","215",
"0500000US19031","Cedar County, Iowa","8171","58","39","29","336","91","997","154","648","116","437","97","1185","152","518","98","585","129","289","78","3137","237",
"0500000US19033","Cerro Gordo County, Iowa","22589","136","148","93","640","139","1404","255","1419","276","1453","233","3182","348","2025","318","3540","426","1801","255","6977","462",
"0500000US19035","Cherokee County, Iowa","5583","74","0","16","145","88","178","79","263","119","221","76","787","162","812","181","682","175","421","135","2074","210",
"0500000US19037","Chickasaw County, Iowa","5568","67","0","16","167","63","283","80","637","105","317","67","1006","158","581","116","508","107","210","69","1859","189",
"0500000US19039","Clarke County, Iowa","4234","30","4","7","189","127","388","139","455","156","313","118","1040","213","228","113","255","128","216","121","1146","227",
"0500000US19041","Clay County, Iowa","8101","67","18","17","270","117","623","185","641","193","693","174","1364","190","776","181","816","180","498","133","2402","266",
"0500000US19043","Clayton County, Iowa","8793","85","0","16","344","82","741","132","729","141","753","119","1064","151","650","115","628","106","493","134","3391","239",
"0500000US19045","Clinton County, Iowa","21519","107","0","22","730","170","1505","225","1271","201","1004","223","3209","388","2218","278","2871","321","1350","234","7361","431",
"0500000US19047","Crawford County, Iowa","6880","80","0","16","140","74","286","95","706","279","465","124","1169","217","596","145","477","134","357","169","2684","221",
"0500000US19049","Dallas County, Iowa","40306","80","324","147","12785","654","10589","631","4711","462","1582","322","2842","322","1338","237","1301","295","634","150","4200","368",
"0500000US19051","Davis County, Iowa","3583","21","23","24","197","73","191","65","448","131","265","88","678","128","238","74","313","98","125","46","1105","166",
"0500000US19053","Decatur County, Iowa","3692","67","0","15","104","43","409","87","443","110","302","69","508","103","297","84","369","149","123","46","1137","134",
"0500000US19055","Delaware County, Iowa","8079","76","22","23","313","89","769","183","803","150","625","156","1168","183","531","143","722","169","425","176","2701","251",
"0500000US19057","Des Moines County, Iowa","18772","99","41","47","774","179","942","149","1527","246","1070","183","2161","258","1956","288","2242","266","1155","245","6904","456",
"0500000US19059","Dickinson County, Iowa","13651","52","20","20","1113","198","2440","276","1546","218","1019","204","2134","234","1494","223","1015","173","596","145","2274","274",
"0500000US19061","Dubuque County, Iowa","42406","210","44","45","3304","377","5451","384","4117","386","2056","258","5755","447","5228","382","4242","336","1925","263","10284","516",
"0500000US19063","Emmet County, Iowa","4521","80","0","15","121","66","131","60","138","49","172","63","745","152","519","130","792","150","423","101","1480","166",
"0500000US19065","Fayette County, Iowa","9348","80","0","16","272","89","644","126","747","146","664","144","1147","143","690","111","964","139","467","109","3753","212",
"0500000US19067","Floyd County, Iowa","7346","61","3","4","73","33","501","161","321","85","205","61","1334","242","1011","212","781","208","333","88","2784","266",
"0500000US19069","Franklin County, Iowa","4680","44","0","16","36","24","166","71","205","96","278","124","748","161","405","93","675","209","356","104","1811","215",
"0500000US19071","Fremont County, Iowa","3160","35","0","15","131","48","177","58","185","48","212","61","531","90","245","51","309","62","219","53","1151","104",
"0500000US19073","Greene County, Iowa","4333","32","0","15","62","30","244","67","293","107","219","71","631","103","325","96","514","128","335","95","1710","171",
"0500000US19075","Grundy County, Iowa","5472","40","11","14","123","37","408","85","407","59","343","86","736","116","404","72","683","110","366","81","1991","157",
"0500000US19077","Guthrie County, Iowa","5778","45","3","5","311","106","627","140","607","148","639","148","631","96","377","94","293","66","250","74","2040","186",
"0500000US19079","Hamilton County, Iowa","7034","49","3","4","131","64","320","113","554","164","291","73","1156","236","523","162","754","150","568","166","2734","212",
"0500000US19081","Hancock County, Iowa","5138","40","10","14","109","50","311","84","267","74","348","91","781","98","522","90","793","144","256","62","1741","159",
"0500000US19083","Hardin County, Iowa","8076","109","0","16","153","72","129","48","389","83","470","100","1260","151","884","135","982","147","665","143","3144","225",
"0500000US19085","Harrison County, Iowa","6677","55","9","10","146","48","474","99","630","117","378","93","775","116","534","101","398","79","255","59","3078","192",
"0500000US19087","Henry County, Iowa","8395","101","0","19","267","83","613","128","823","121","915","201","993","150","1041","208","606","131","267","70","2870","277",
"0500000US19089","Howard County, Iowa","4326","46","4","7","157","66","298","66","283","90","276","98","528","123","362","99","224","73","415","123","1779","165",
"0500000US19091","Humboldt County, Iowa","4594","31","0","15","159","53","252","80","258","71","195","56","751","120","524","107","716","133","287","78","1452","125",
"0500000US19093","Ida County, Iowa","3362","39","1","2","69","29","141","67","139","55","205","47","390","95","286","70","435","80","296","70","1400","123",
"0500000US19095","Iowa County, Iowa","7346","65","0","16","297","96","870","149","841","169","527","131","1118","182","630","154","443","101","369","99","2251","197",
"0500000US19097","Jackson County, Iowa","9266","38","0","16","343","97","928","132","800","142","615","134","1834","251","738","131","871","177","329","90","2808","240",
"0500000US19099","Jasper County, Iowa","16106","134","34","33","607","146","1161","171","1970","294","1038","180","2448","278","1994","289","1734","256","920","179","4200","377",
"0500000US19101","Jefferson County, Iowa","7649","130","0","16","234","116","919","230","937","205","706","185","846","239","818","194","556","176","334","119","2299","273",
"0500000US19103","Johnson County, Iowa","65124","290","180","103","10134","726","10648","792","10840","784","7760","619","8260","633","5735","622","3434","460","1257","289","6876","647",
"0500000US19105","Jones County, Iowa","8886","87","17","26","387","121","951","167","1167","233","416","126","1276","225","746","127","814","141","430","135","2682","211",
"0500000US19107","Keokuk County, Iowa","4680","35","8","9","193","54","258","68","236","59","266","69","667","114","443","86","242","63","224","55","2143","145",
"0500000US19109","Kossuth County, Iowa","7262","65","23","22","381","121","467","114","341","100","340","70","1255","157","642","98","889","124","599","133","2325","167",
"0500000US19111","Lee County, Iowa","15913","116","10","14","451","127","1018","209","1165","184","889","172","2202","234","1409","201","1826","237","815","157","6128","393",
"0500000US19113","Linn County, Iowa","100404","173","157","132","9201","685","14210","926","12644","799","7560","795","14150","836","13142","861","10714","664","3254","440","15372","702",
"0500000US19115","Louisa County, Iowa","4748","33","15","21","243","83","333","78","408","88","283","80","658","99","483","108","298","96","309","79","1718","172",
"0500000US19117","Lucas County, Iowa","4079","34","8","14","89","42","333","78","258","99","397","104","716","126","447","89","212","76","178","74","1441","141",
"0500000US19119","Lyon County, Iowa","4846","57","12","13","408","118","341","94","525","97","301","89","621","88","549","94","579","109","360","99","1150","125",
"0500000US19121","Madison County, Iowa","6885","48","5","7","496","129","1367","214","1013","213","370","91","871","163","382","107","380","124","199","84","1802","232",
"0500000US19123","Mahaska County, Iowa","9701","67","0","19","392","140","779","166","787","150","671","150","1524","239","747","184","1035","204","442","100","3324","269",
"0500000US19125","Marion County, Iowa","14068","112","1","3","843","200","1610","225","1782","227","1158","219","2506","298","1430","228","1104","232","651","177","2983","240",
"0500000US19127","Marshall County, Iowa","16740","191","9","15","314","131","997","164","1169","213","945","184","2215","277","2021","301","2434","253","1184","268","5452","396",
"0500000US19129","Mills County, Iowa","6125","69","20","24","176","64","794","134","957","166","298","96","1048","169","633","122","201","78","146","52","1852","177",
"0500000US19131","Mitchell County, Iowa","4847","36","9","13","151","52","405","107","448","145","279","100","635","156","415","99","394","123","217","75","1894","204",
"0500000US19133","Monona County, Iowa","4424","48","2","5","178","70","274","77","305","78","204","60","504","91","464","98","362","67","295","79","1836","134",
"0500000US19135","Monroe County, Iowa","3674","45","0","15","131","71","460","115","428","112","394","123","635","130","294","102","279","107","101","59","952","177",
"0500000US19137","Montgomery County, Iowa","5036","27","0","16","117","85","238","90","219","64","278","90","860","148","425","106","517","141","372","103","2010","183",
"0500000US19139","Muscatine County, Iowa","18321","74","0","22","359","106","1666","222","1925","291","1847","287","2391","313","1958","353","1418","244","1012","265","5745","368",
